reviewerID,asin,overall,verified,reviewTime,reviewText,summary
A3QBWJOSZQQRH4,B00004Z78V,1.0,False,"02 11, 2007","I had previously used Displex on an older phone with great success. Now I had a small scratch on my (relatively) new K800. I got the polish out and started rubbing - IT COMPLETELY MESSED UP MY DISPLAY...  Now I probably have to buy a new display or get a new phone! I don't know if they use another material in the new displays, but I would suggest being careful with this product!",Be careful!!!!
AC4ONU2GD3M3W,B00004Z78V,5.0,True,"01 10, 2007","While I can't speak to the relative qualities, be aware that while this product is made by APC (American Power Corporation), the manufacturer of the UPS, there are batteries out there made by ABC (American Battery Corporation) that appear appealing because they cost less and the logos are extremely similar!  This product is the exact APC-recommended replacement product for your UPS.",Beware imitations!
A3VGFIITHW577M,B00004Z78V,5.0,False,"01 4, 2007","I've been using APC products professionally and personally for years now, they have yet to let me down. Many individuals I've seen dispose of their old battery backup devices since they no longer function as they should. For less than a new unit, you can replace the battery and have it functioning like new once again.",Excellent Product
A1TU9ZOVRONI7Z,B00004Z78V,5.0,False,"11 30, 2006",When I used it the first time on my scratched phone i followed the instructions and the scratches were gone like magic i love this product becuase it saved me so much money,Great
A7OENEDQE5156,B00004Z78V,1.0,False,"10 6, 2006","I don't know what to do!!! I Did everything the directions said and now I have more scratches then ever on my brand new phone!!! Now I have to save up to busy a new LCD screen, Thanks alot Displex!",Didn't work!!! Made it worse!
AJBKIU81JIYHJ,B00004Z78V,1.0,False,"09 15, 2006","I had small scratches on my pda so I went for this product.  I was careful at first because it is touch screen I am dealing with. but I had no result after 3 tims of following the instruction. So I went mad, applied lot rubbed as hard as I could until I could no longer do it because the pain I am feeling on my hand. the pda screen is still the same as old, not even light scratches are gone. but my fingures are very worned out and shiny from rubbing on the cloth too much.",I am not sure if I am polishing my screen or my fingure
A19ENGXTZRE88Y,B00004Z78V,4.0,False,"05 15, 2006","I would like to disagree with the other review.  I was skeptical of using this product but after reading all the positive feedbacks on eBay, I bought it.  So far, I've used it on my black iPod Nano, PSP, black RAZR, and I am offering services at my school to remove scratches.  It works PERFECTLY!!  It may seem like a small tube but it really is enough for 8-10 applications, even more for small scratches.  The reason I am giving it 4 stars is because you really have to apply it real hard and rub for about 30 seconds unless you are cleaning the iPod Nano which would take about 2 minutes and it will look all shiny and brand new again.  Get it and try it for yourself.",ABSOLUTELY AMAZING!!!
A292MBRNA1DNAL,B000051XJ1,5.0,False,"05 6, 2007",This creeper is the best I've ever used.  It has large rubberized wheels for easy going on rough surfaces and even in dirt/gravel.  It is very sturdy and easy to clean off.  I would highly recommend!,Awesome Bone Creeper
AP2T9TZ5AK1E6,B000051XJ1,5.0,True,"04 27, 2007",Made In USA. Im tired of crap made in china. For this reason I chose to purchase the Bone creeper. It looks and feels solid and is confortable on your back. You get what you pay for. Try for the free shipping it's worth the wait.,Made In USA
AGQZ0FA86NQXX,B000051XJ1,5.0,False,"03 27, 2007",best creeper made you can just roll right over small stones that fall off vehicle you are working on. Also rolls over small ect cord like trouble lights.,best creeper made
A31C7T5SAKSVBT,B000051XJ1,5.0,False,"01 12, 2007","I used one of these before i bought this one, so it was no surprise to me how well it performed.  The large wheels are so nice to have because they roll over alot (including belts, bolts, pliers, etc.).  The thing is very tough.  I actually ran it over with my truck and it wasn't phased.  I'm sure if you rolled over one of the wheels it may mess it up, but its pretty strong none the less.  I bet i'll have this one for a long long time, and thats why i bought it.  Its also comfortable too.",The best creeper you can buy
AZCXRHM7S1ATS,B000051XJ1,5.0,False,"03 13, 2006","I've had many creepers over the years, from various manaufacturers.  This is the first creeper that really works.  Very comfortable, easy rolling.  It's rolls smoothly aswell.  I recommend this creeper to anyone that is thinking of buying one.  Don't waste your money on inferior products.  This is well worth the couple of extra bucks!",Best creeper I've ever owned
A18KEXDIDYN3K9,B000051XJ1,5.0,False,"07 19, 2005","This is an excellent item if you do your own mechanic work in the driveway. It allows you to comfortably roll under the vehicles, over cords and on uneven surfaces. It was very easy to assemble too.",Bone Creeper for Drive Ways
A260U3KT12BCTP,B000051XJ1,5.0,True,"11 23, 2004","Very comfortable and easy to use. Wheels never get jammed going forward & backward under the vehicle. Not easy to hang on the wall.  I drilled a hole in the front to attach a rope so I could pull my kids around with it, they love it too. Like a low rider wagon.",the best creeper
A1VTVAM274G7AA,B000051XJ1,5.0,False,"02 7, 2002","Have owned several different brands of creepers over the years. I recently purchased The Bone 6301 and believe it is by far the best. I use it primarily on concrete and asphalt floors. It rolls over loose pebbles,gravel,extension cords,and other small debri that has always stopped my other creepers. It is low to the ground and rock solid. It is comfortable and easy to get on and off of despite it's appearance. I would highly recommend The Bone to any one looking to purchase a quality well designed creeper that does what the manufacturer says it will do. I could have purchased another small wheeled creeper but i'm glad I spent a few extra dollars and got The Bone!! Gary Jones/satisfied customer.","Quality to the bone, Satisfied customer"
A1WC767NCQ8JZ5,B000051XJ1,5.0,False,"01 27, 2002","This is the first creeper I have owned and I really like it. I was tired of my fiance yelling at me for using old blankets and cardboard and then having a backache for days. It's nice too, because the wheels manuever good and it rolls over anything.  Gravel, thick extention cords, anything. Well worth the investment.",No bones about it!  The best creeper around.
A360YB91SKEJRD,B000051XJ1,3.0,False,"03 17, 2001","Built a new garage last year with a super smooth concrete floor but the creeper I've been trying to use kept getting hung-up on even the smallest of pebbles or gravel that may be on the floor. I usually ended up using cardboard cause the creeper was more trouble than what is was worth and I ended up on the floor anyway.  I'm very happy with the smooth operation of ""The Bone"" it goes in the direction you want to go and is quite comfortable to work off of.  The ad claimed you could roll over cords, tools and parts, I tried this but was unsuccessful it got hung-up, so you probably want to stick with a smooth obsticle free surface.  The creeper is somewhat hard to get on and off of because of its odd shape, but I understand that to mount a five inch wheel at each corner it would have to be shaped as is.  For what I need this creeper for it will serve me nicely but don't plan on using it on gravel floors or on dirt, you'll probably be disappointed plus the price is about double what it should be.",smooth and comfortable
A1DKUHBMZSGGU1,B000051XJ1,1.0,True,"04 11, 2017",it is way too big and heavy to move around under a car.,Too Big and heavy for me
A3MKOA0KDMD88U,B000051XJ1,5.0,True,"03 13, 2017","Finally spent the money on a nice creeper, and it has been worth it. My greatest compliment is no pinch points and it doesn't tip when you lay down or get up. Would highly recommend!!","Finally spent the money on a nice creeper, and it has been worth it"
A23S0VGEPNIQVU,B000051XJ1,5.0,True,"02 2, 2017",Best creeper bar none!!,The only creeper to own!
A254M2O7C0ESPC,B000051XJ1,5.0,True,"01 21, 2017",Bought this for the hubby since he does all my car repairs. He said it glidesvery easily and is more comfortable than any other creeper he's ever used in the past. He asked me to give 5 star review because he likes it that much. Easy to install and holds his weight (and father in laws weight 265 lbs) with out any effort. Great buy  Very pleased,Best creeper for your money! Hubby approved lol
A2LJGGJ0I49XH5,B000051XJ1,3.0,True,"12 12, 2016",This rolls great would rate at five star if not for the price is kinda high and if you want one that rolls easy this does but when you wanna loosen bolts it won't stop rolling!,Rolls easy
A1YO38P4WUOA3Q,B000051XJ1,5.0,True,"11 12, 2016",Still use this after several years.,Still use this after several years.
A31TOC1AXJ9UNY,B000051XJ1,5.0,True,"11 11, 2016",This is perfect.  Very sturdy and rolls like butter across the floor.  I love not worrying about tipping when I get on/off as it is very very stable.,Extremely Satisfied
A9XD7BRR4CJGB,B000051XJ1,5.0,True,"11 8, 2016",Love the bone creeper!!,Five Stars
A2RXNZ0VCVQM5J,B000051XJ1,5.0,True,"08 23, 2016",good,Five Stars
ACIAU1HWN5C24,B000051XJ1,5.0,True,"06 28, 2016","Bought for my husband and he loves it.  He has serious physical issue and he uses it ALL the time and it allows him to move freely around his shop.  Over air hoses, etc.  Doesn't get stuck and is easy to roll.",Doesn't get stuck and is easy to roll
AL6GWUBHUUWNI,B000051XJ1,5.0,True,"06 20, 2016",Works Great! No complaints.,Five Stars
A1YBVTFR02M7CX,B000051XJ1,4.0,True,"06 15, 2016",Great to use --only thing that is missing is a head rest which we are adding.,Four Stars
A2DGT8C6AA4L0B,B000051XJ1,4.0,True,"04 19, 2016",It rolls over things smoothly but it is large and awkward.,Rollin
A3LPSRZQF9KF2O,B000051XJ1,5.0,True,"04 1, 2016",My Hubby loves it!,Great!
A34NZHFEIQU7UP,B000051XJ1,5.0,True,"02 22, 2016",Great,Five Stars
A1LIH47ATUBYT2,B000051XJ1,1.0,True,"01 23, 2016","Literally the worst tool I own. Does not even manage to roll in the direction you push yourself, and the casters do not pivot correctly. Waste yourself a ton of frustration and some money and buy something else. The box it came in has been more useful for working on cars.","Absolute garbage, badly designed, badly made."
A8J52261DVLLL,B000051XJ1,5.0,True,"01 3, 2016","My husband received this as a gift from me and of all the things I've ever got him, this is the one he tells people about the most. His favorite part is that it does not pinch his skin like his former creeper did. The wheels are protected and don't catch nearly as much in them. His only complaint is when welding he gets burns since they have no way to escape - I think he just needs to adjust where he lays in comparison to where he welds. He has used it for far more than it's intended purpose and it is holding up extremely well; about three years old at this point.",No more pinched skin!
AEI4RM4Y95VV9,B000051XJ1,5.0,True,"09 26, 2015",received in two days best creeper i ever had rolls easy and smooth i recommend it,Five Stars
A2FCTRXA4HIR3C,B000051XJ1,5.0,True,"09 19, 2015",Should of bought it years ago. Great quality and rolls smooth. Don't hesitate.,Great quality and rolls smooth
A1YQTS9D9YJ8PX,B000051XJ1,5.0,True,"09 19, 2015",Bought this a long time ago in 2007. It is still going strong. Only thing is if you need to be in a position to do something under the car like pull or push on a wrench it rolls to easily! Still a great creeper best I have ever owned.,Great creeper period.
A29PGEB6BHYM8G,B000051XJ1,4.0,True,"08 8, 2015","A very good useable creeper that could definitely use some kind of head rest. It gets you very near the ground while still having large wheels that roll over small obstacles very well. The main downside is that the head neck area is somewhat uncomfortable. Despite that, I would buy it again.",Best creeper I've used but not perfect
AZVU0DC4260YJ,B000051XJ1,4.0,True,"08 7, 2015","Expensive, but rolls and holds my 200 lbs.",Best Creeper
A35RWLO2YNI2IH,B000051XJ1,5.0,True,"06 28, 2015",Great quality dolly - I use it for gardening & weeding,Great for weeding
A2WPC8FYZ1AAC5,B000051XJ1,5.0,True,"05 25, 2015",thanks,Five Stars
A1N5NH30ZEOUO3,B000051XJ1,4.0,True,"04 9, 2015",Would appreciate a padded head rest with neck support.,Four Stars
A30BTKR77EKXD6,B000051XJ1,5.0,True,"04 7, 2015","very good product,and reliable compagny.","very good product, and reliable compagny"
ANKSIN2483UY7,B000051XJ1,5.0,True,"03 15, 2015",This was a Christmas gift for my brother. He loves it. The one I bought him last year from harbor freight broke with in a month. But he says this one is very comfortable and easier to roll around on.,#1 sister
A3KYBLG6RGQIFO,B000051XJ1,5.0,True,"03 6, 2015",Love this thing. Have spent years TRYING to roll around under trucks with the regular creepers. This one keeps you low to the ground and rolls soooooo much easier. Should have had one years ago and would buy another if needed.,love it.
A103RG1EFY1PY2,B000051XJ1,4.0,True,"02 28, 2015","Shipped super fast I thought. As far as the creeper goes, it does have limitations for a tall person such as myself @6'4"" especially if you need to roll onto your side, but it's a small gripe, bought it for home so I'm not on it all day like professional mechanics would be, otherwise its been a good creeper so far. Rolls over the garage seams and floor junk with no problems. Overall I'm happy with it. I'd recommend it.",Dog Bone creeper
A3LPDLZKNE3EIJ,B000051XJ1,5.0,True,"02 18, 2015","Been under trucks for 30 yrs .... best creeper ever !!! So far I have not been stuck on a small stone , broken bolt or unlevel concrete.",best creeper ever
AN2P71PRSBMDG,B000051XJ1,5.0,True,"02 4, 2015","I've had mine for more years than I can count.  I love this creeper, it has been an excellent tool to have in the garage and paved driveway, very smooth.",I love this creeper
A3597HPF9EJAKS,B000051XJ1,5.0,True,"02 3, 2015",This is the 2nd Bone in our shop.,Five Stars
ARU1BFMFIPMH9,B000051XJ1,5.0,True,"02 1, 2015","This creeper is excellent. Rolls over air hoses and rough ground. Only gripe is the ""head/neck rest"" is uncomfortable and could have been more comfort designed.","Great creeper but needs a better ""head/neck rest"""
A1EM3MNTO65I4R,B000051XJ1,5.0,True,"01 27, 2015",Get me in places others won't.  Love it.,Love it.
A2AOFCNCL8UNNN,B000051XJ1,5.0,True,"01 12, 2015","Works great and is well constructed. Actually, sometimes too great. It rolls so easy compared to my previous Harbor Freight creeper that I over travel my destination. My only drawback is that it ATTRACTS DOG HAIR RAPIDLY. I'M ASSUMING IT'S DUE TO STATIC ELECTRICITY.  One could consider using it as a soap box derby car & I might want to try installing some sort of braking system. Just kidding. As always, Amazon has fast delivery. Amazon guaranteed 2 day delivery, however it arrived the next day. Take into consideration that it came from Kentucky & I live near Dayton, Ohio but still very fast.",SUPER GLIDE
A38UVHP5SX032J,B000051XJ1,3.0,True,"01 5, 2015","I am 6'5"" and have a long torso.  This would be perfect if I was about 6"" shorter.","This would be perfect if I was about 6"" shorter"
A8L5IYZYEVDIW,B000051XJ1,5.0,True,"12 31, 2014",Everything is made in the USA and it is easy to assembly.,Five Stars
A1WYMP208BEX4S,B000051XJ1,5.0,True,"12 16, 2014",love it,Five Stars
AIT2KZSD4O1QD,B000051XJ1,5.0,True,"11 30, 2014",Great product. Bought this for my husband and he loves it.,Five Stars
AR2HAI5QN4JLY,B000051XJ1,2.0,False,"09 19, 2014","interesting design, but this thing really just irritates me more than anything!  trying to roll off of it is painful and its just big and bulky, you are better off buying a nice metal one!","painful to roll off of, akward, big bulky"
A3PC4VQQRVO4X4,B000051XJ1,5.0,True,"09 5, 2014","Finally found a creeper that I like.  After a long time of trying to find a creeper that works well and is comfortable, I bought the Bone.  And I gotta say, no more cardboard for me!  I've had my share of cheap creepers with small wheels that jam and wooden creepers that eventually crack.  I needed something new.  I work out of my two-car garage using jackstands, so I need a low-profile creeper since I can only raise a car so high.  The first time I used the Bone, I was replacing a cat on an Altima.  It made the job a joy.  Assembly is easy, using the provided US-made fasteners!  The instructions mention that the casters will need to ""break-in"" first before they become smooth.  It only took a good day of work for this to happen.  Be patient, since the creeper will be a bit of a pain to use.  Once broken in, it'll be the best damn creeper ever!  It's very comfortable and I have been tempted to nap on it.  I'm 6'1'' and 230 lb, and this creeper supports and fits me great.  It's also entirely US-made, even down to the packaging.  The price is right, considering what you're getting.  I highly recommend this creeper.  You can't go wrong!",Finally!
A3O43M13UZVC06,B000051XJ1,5.0,True,"08 4, 2014",big heavy durable,nice creeper
A1YMH7M6XQKZP8,B000051XJ1,4.0,True,"07 31, 2014",Wish it had a pad for your head.  All in all it is quality!!!,Four Stars
A1CINY05MICI40,B000051XJ1,4.0,True,"07 16, 2014",CUSTOMER HAPPY,Four Stars
A3UZNTC59HFKTF,B000051XJ1,1.0,True,"07 11, 2014",I hate it. Hard to get out of and head rest is hard rubber.,One Star
A1FYONP7ROKRK5,B000051XJ1,5.0,True,"05 29, 2014",Works great but I just wish the wheel humps were a little lower. Otherwise its a lot better then the Chinese crap.,Great creeper
A3HGK9HT68EAEP,B000051XJ1,5.0,True,"05 6, 2014","Sturdy, well built unit.. Works in every situation.. This makes the third I bought because my family keeps taking them for themselves.",Best creeper to have!!
A460ZZHWTXG3K,B000051XJ1,1.0,True,"05 6, 2014",The creeper is not as sturdy as I wanted. The mobility is good and the size is perfect. After I purchased this item I saw another of the same design for sale for $29.99. I was disappointed.,Not Worth The Money
A2CO4AZZR7PFK5,B000051XJ1,5.0,True,"04 20, 2014","I finally got around to using this creeper this weekend.  I love it.  I'm 6'1"" 185lbs and my son is 6'  300lbs and it worked well for both of us.  I love that its made in the USA.",Go USA.
A3MONB0MRIF4KO,B000051XJ1,5.0,True,"04 4, 2014","This is a VERY high-quality product.  If you're looking for cheap, go to Sears, Auto Zone, etc.  And then go back in a year when the piece of garbage you buy breaks.  Also, be proud for supporting 3rd-world countries' manufacturing when you buy the other junk.  If you want quality, buy this.  And a GREAT indirect result of your purchase is the support of American manufacturing!",Made in USA and AWESOME!!!!
A25Q78F24BQKSB,B000051XJ1,5.0,True,"03 27, 2014",Purchased as a gift and they were thrilled.  It's far bigger than what I expected.  The wheels are quite large so you can easily roll over a rock driveway in comfort.,It's the bone
A1DPRDHPLVXIX2,B000051XJ1,5.0,True,"03 24, 2014",the convenience of this mechanics creeper is close to none! The wheels roll easily the mobility of this creeper is amazing!,great!
A3NFVF0FYB6O6F,B000051XJ1,2.0,True,"03 15, 2014",It's not as good as they say it is.. If u have a wide behind like me... U'll have a hard time laying down on the creeper. The head rest is very uncomfortable.. because it thugs on your hair and not much of a cushion.. The taller wheels doesn't make that much of a difference than the shorter ones I had on my napa creeper.. It still gets stuck on here and there situations.,Ahhhhhhh IDK.... :(
A12J4XJVRT8756,B000051XJ1,4.0,True,"03 13, 2014",Very nice. Way better than the $30 ones I normally buy and then get upset at.  It is very big and I didn't get the off road one.  I see it lasting for years.,Mechanics Creeper
A6M2D3IOFCNP2,B000051XJ1,5.0,True,"01 20, 2014",Something made in the USA?  Yes!  Had this for a few months now and love it.  It is very well built and the large wheels roll easily over small obstacles.,Worth the money!!
A1DXMC87KX58B7,B000051XJ1,5.0,False,"01 14, 2014",Received one of these for my birthday and was VERY impressed by it! Truly the nicest creeper you will ever own and it's COMPLETELY made in the U.S.A. Dale Adams gets it right! It makes my whole garage look 10 times better just being in there!! Purchase one and you will not regret it.,Truly awesome product
A1223J7F6XGXJE,B000051XJ1,5.0,True,"01 9, 2014",Purchased this as a gift for my son. Does his own car and pickup truck repairs and modifications as well as repairs for friends and family. He loves this roller! Easy to maneuver on uneven concrete and much easier to use on gravel than the standard roller/creeper.,Perfect mechanic gift
A2OF0GE7JI7VTE,B000051XJ1,5.0,True,"01 9, 2014","I have long hair, and bought this after getting my hair caught in the wheels of a conventional creeper one too many times.  This is comfortable, sits low, rolls VERY well due to the large wheels, and my hair doesn't fall into the wheels. Fantastic.  I wish I'd bought one sooner.",Very nice creeper.
A2G1OCZWLJQL5B,B000051XJ1,5.0,True,"12 27, 2013","My husband inherited his grandfather's creeper and had used it for years.  This past summer, it was accidentally destroyed.  When ""the Bone"" box arrived, it was met with sincere appreciation and delight!  My husband's exact words were, ""Do you know these are the best around?""  Yes, I did, which is why that's what he got!",Much needed anniversary gift
A3B3AXC546H99U,B000051XJ1,5.0,True,"11 19, 2013","I got this for my husband who is a full time mechanic. He was using a cheap creeper and the bearings fell out, so I surprised him with this one and he LOVES it. It is built to last and is very comfortable.  Since he got it makes working on larger trucks that won't fit on the lifts easier.",Awesome!
ACR81I21OA9ZZ,B000051XJ1,5.0,True,"11 5, 2013","Love this creeper, rolls very well across cement, gravel, dirt, etc and it is very comfortable. Seems extremely durable. Worth the money!",Rolls well on multiple surfaces!
A17LSOBMM63J3L,B000051XJ1,5.0,True,"10 7, 2013","I ordered this as a gift for my father, he had a creeper from 100 years ago and it was time for it to be replaced. I was concerned he'd have an issue with the raised edges cutting into him as he laid on it since he had one I bought for him previously that did that, but this one is pretty comfortable. For a reference my father is about 6 foot tall, and a little over 200 lbs and it's comfortable for him and rolls great on his garage floor and glides easily over the seams on the floor. It feels solid and is totally worth the money. I did the research and the price on this is pretty good.",Great creeper!
A1WJ533FAM10FV,B000051XJ1,5.0,True,"10 2, 2013",this creeper rolls over just about any crack or debris that might get in its way. very comfortable and you can use the wheel wells as a head rest.,sturdy and functional
A25WYDKA8CUX5Z,B000051XJ1,5.0,True,"09 18, 2013","I had some back surgery a couple years back and still have residual pain. This creeper is super comfortable on my back, and I'm finally getting things done under my vehicles where I had been putting things off. My wife has a Honda Hybrid, and it's real low to the ground. Using just RhinoRamps and this creeper, I'm getting it all done. Thanks, Dale, and all the fine Americans cranking out this fine product.",Get down and get it done
AXT4VG2XDXGC4,B000051XJ1,5.0,True,"08 19, 2013",Great creeper. The large wheels make it easy to move around and get over small debris on the floor. And best of all....Made in America!,Made in the USA
A2K0KOYNZXEJ8R,B000051XJ1,5.0,True,"06 20, 2013",I purchased this creeper thru Amazon after seeing what else is available . I use a creeper very often  and so far this one is holding up very well .I would purchase one again .The larger wheels allow it to roll easily on the sub par concrete at my jobs work site . It has destroyed the small wheels on several other creepers . Great made in USA and it shows .,quality creeper
A8GCTT6TU65JJ,B000051XJ1,5.0,False,"05 7, 2013","Great size, rolls well in the garage!  Birthday gift for my husband - he picked it out himself - and he LOVES it!",Great creeper!
A77LSZ526K877,B000051XJ1,5.0,True,"03 8, 2013",Okay so prior to buying this creeper I already knew what to expect because my Dad bought one a few years ago and overall I like it. It seems very durable and almost rolls too good. I find myself having to prop up against a tire to do anything that requires too much force or you simply roll away. I like the casters (or wheels are more like it) and it will roll over cords though I don't recommend doing that.  I absolutely love that the creeper and its parts are made in the USA. They even include a little brochure with the detailed list of all the parts and where they are made.  The only reason I knocked it one star is assembly. After paying over $100 for this creeper - I get it and had to attached the wheels myself. That blows because it is 16 bolts and 16 nuts. Not hard or anything I just would have thought for $100 creeper they maybe could have done this at the factory.  I am 6'4 tall and this creeper is a little short - but then again most items I try to use that involve my height usually are too small anyway. For the average size person I think this would be good.  The other improvement they should make it the headrest is a really nice soft excellent quality piece but it is mounted too low on the creeper. You have your head stuck between the two ends of the bone which for me is a bad angle unless you are laying directly below your work and I try not to that at all. I find myself resting my head much more on the actual wheel housing on the end of the bone propped up a slight angle while working off to the side or above/below my face.  In closing - I have done the cardboard/blanket and cheap creeper thing --- this is like a Cadillac over a Pinto - no comparison. I highly recommend it if you spend a lot of time on your back under rigs like I do.,Great creeper - worth the higher price - USA Made and USA Made Parts!
A1X4HAL0MB5IYZ,B000051XJ1,4.0,True,"02 27, 2013","This is a good product. Rolls much eazier than other creepers, My son says it rolls too eazy. Sure beats a piece of plywood and those little wheel creepers.",Rolls too eazy
A3F0FTN3NQ6P3V,B000051XJ1,5.0,True,"02 3, 2013",I got this as a gift after my parents in law saw me fighting with my previous creeper to install a part on a truck so we could go 4 wheeling.  This creeper is very comfortable and the large wheels roll over concrete joints as well as air hoses and electrical chords.  Potential buyers should know that There is no head support or cushion. The closest youll get is a rubber pad for the base of your neck.  I like this because it keeps my head low enough that I can easily see what I'm working on without getting in the way.,Born our of frustration
AXEPAO66CUO2J,B000051XJ1,5.0,True,"01 1, 2013","I would recommend this to anyone who has a shop. My husband loves how it cradles his body, unlike the rectangle ones that don't roll around very well and you end up coming off it. The entire product seems of high quality, and I would purchase again if it ever wore out.",Great product
A1TB0VAZSV9AIT,B000051XJ1,5.0,True,"12 31, 2012","I purchased this creeper for my son-in-law. He absolutely loves it! I have had a Bone for several years and would not trade it for anything. It will roll where other creepers are completely stopped! I would recommend this creeper to anyone looking for the ""best on the market"". Well worth the extra money.",Great creeper
A1KVZYTKGT4K0R,B000051XJ1,1.0,False,"12 15, 2012","I am planning to buy a mechanic floor creeper as a gift for a friend who is a mechanic. He, however, has an injured back.  Currently he uses a piece of wood without wheels as his creeper. Would the shape of the BONE worsen such his condition?",The BONE vs an Injured Back
ARR3ZF45FAGMK,B000051XJ1,5.0,True,"12 10, 2012",I'm  a big guy and this creeper rolls over everything .... i use it on a concrete floor but littel rocks and cords do not stop it ! great product !,great product
A6JFUVJUFHTZU,B000051XJ1,5.0,True,"11 29, 2012","i am very pleased with this product.it is comfortable,easy to use,and very stable.it moves around very easily and is well built.i would reccomend it to anyone who want's a quality product.","very comfortable, handy, well constructed creeper"
A28R6DWK3K7EH5,B000051XJ1,4.0,True,"10 29, 2012","In general I am pleased with the way it works, substantially as advertized. Easily the best creeper I have ever owned. However, the molded soft-rubber head pad leaves a little to be desired, namely comfort. It has a cute little bulldog image molded into it in high relief that produce raised ridges that are not comfortable to lie your head on. It would be better if the image were in much lower relief. As it is, it feels like rocks under my scalp. Also there have been times when I wish that I could raise or lower the whole pad to relieve neck strain. I mostly use the head pad as a butt traction pad by using the creeper the other way round. Another small item is the lack of a molded-in loop with which to hang the device on a hook for storage.",Dog Bone Creeper
A16A3FE0CSWGCO,B000051XJ1,5.0,False,"07 28, 2012","I'm going to give 5 stars because it does everything it's advertised to do.  Low to the ground, rolls over trouble light cords and shop rags with impunity.  Yes, your head rides low in the cradle like others have noted.  I didn't think it was uncomfortable at all, and prefer my head lower so I can avoid getting grease on my schnozzle.  Was debating between four and five stars because there are two things needed to perfect this beast:  1.  It's too heavy - it is a beast.  My old creeper was much lighter and easier to sling around and hang up out of the way.  2.  The wheel covers, or humps, are cumbersome, particularly when it's time to hang it somewhere.  My old creeper could just catch its wheels on the edge of a counter or board and it would stay.  Not this one.  I put a couple eye bolts on one side to catch two nails to hang on when not in use.  Dale Adams still has some work to do, otherwise someone, someday, will come along with a better mousetrap.  Just sayin'.  Would I buy it again?  Yes.. but I wish I could have taken this one and a half a dozen others for a test ride before choosing one.",Almost Perfect...
A1IK3U20MSQZLC,B000051XJ1,5.0,True,"06 30, 2012","Things really can change for the better over time.  The Bone is really quite comfortable to lie on.  Some reviews have noted that the headrest is uncomfortable.  I find that if I set my head a little off of center, that the headrest is fine.  Also, I can tilt my head over a little and rest it on the wheel housing.  This is very comfortable.  No more do I have to contend with cords or any other small objects getting in the way.  The large wheels glide over effortlessly.",Absolutely Love this Creeper!
A939B10XG8K9P,B000051XJ1,5.0,True,"06 1, 2012","Having recieved a bone creeper as a gift, along with the bone chair. I thought it would make a great gift for my son. Unfortunatley being six foot five it didn't fit him as well as me. so he returned it. I on the other hand LOVE this creeper and no one will be dissapointed in the quality. It is quite a bit heavier than most cheap creepers, but it rolls smoothly over air hoses and is a pleasure to use.  It may seem expensive at first glance, but you get what you pay for. In this case the Bone ranks up there with the best tools in my shop.",gift purchases
A18YM9F7VENJQ0,B000051XJ1,5.0,True,"04 10, 2012",Great creeper. I'm a big guy and it works well and is pretty comfy. Istalling the wheels was annoying because they have some stupid wings on the wheel casting.,Great product.
ABGN2E2Y8QCBG,B000051XJ1,4.0,True,"01 15, 2012","Really enjoy using this Creeper after I got it. Much more durable than the cheap ones made in other countries. Only wish the head-rest was a little bigger with more cushion to it. Other than that, the unit performs great when working on my cars. I'm 6'3"" and weigh 275, and I can fit on it with no problems. The big wheels make all the difference when rolling around and under a car. Well built and Made in America!",Good American Made Creeper
A3TLBSRL5N3ULO,B000051XJ1,5.0,True,"01 11, 2012","My husband loves it.  It arrived promptly and is obviously well constructed.  This product is far superior to anything else he (we) looked at, and it appears to be well worth the extra $$$$ spent.",Great Gift
A1MFEX472I33D3,B000051XJ1,5.0,False,"12 28, 2011","i've bought several creeper and as far as being a bigger fella these creepers are the best. More padding on the headrest would be the only thing id change, but im not complaining about it.",dale adams enterprises 6031
A25277O873UY5D,B000051XJ1,5.0,True,"10 27, 2011",We own a diesel truck repair shop. These creepers are just the ticket for getting under a around the tires on a semi-truck. They seem to be holding up to the constant use on the concrete.,Just what we wanted.
A1YDKGRLLGOT6Y,B000051XJ1,5.0,True,"07 24, 2011","This is the ultimate creeper! It's hugh wheels roll over almost anything without effort. The ergonomically designed ""Bone"" is very comfortable and is the lowest platform to the ground that I have ever used. I make my living as a mechanic and have for the past 15 years and will never buy another creeper other than the Bone as long as I need a creeper. Thanks Dale Adams for such a truely ""worth the money"" product. Klint.",Best Creeper Ever!
A2K5MKAGTYF09S,B000051XJ1,4.0,True,"03 27, 2011",This works great because of the big wheels it can roll over cords and other things that a small wheeled creeper would hangup on.  Sincerily Dave,"Dog Bone,Great Product!!!!!!!!!!!!!!!"
AD1JDSH9FS0P8,B000051XJ1,4.0,True,"02 2, 2011",I bought this creeper to make it easier to install a new cat-back exhaust system on my truck.  I found the Bone creeper to work and move well in the garage with the large wheels and low ground clearance.  The bed of the creeper is comfortable as far as laying on a creeper is concerned.  I would recommend buying it for garage work on flat surfaces to get the best clearance under the vehicle rather than the Rough Rider model designed for outside work.,Bone Creeper Works Well
A31QT6CVIDUOE5,B000051XJ1,5.0,True,"12 27, 2010","Very high quality, from Kent, OH. US made! Very nice! I like the photo brochure that has the employees pictures on it. Nice to know Im supporting their families! 5 stars!",Great!!!!!
